currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,verify_mode,seed,conflict_check,broadcast_cpu_seconds,hop_p50,hop_p90,hop_p99,hop_max
memo,1000,131072000,1000,131072000,0.01,128,135.9184343687279,131072,13406904,sharded,960.221831616596,1000,150.0,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,17.078971248440123,131072,12958126,sharded,7642.3286918947815,1000,18.75,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,17.086402655300056,131072,11341710,sharded,7638.5253603698375,1000,18.75,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,17.125344156059175,131072,11790610,sharded,7618.166316023506,1000,18.75,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,17.072739713994093,131072,13496686,sharded,7643.91856176606,1000,18.75,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,17.03993886347074,131072,13406904,sharded,7659.173489159865,1000,18.75,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1.122812685291718,131072,12958126,sharded,116246.55983120532,1000,1.171875,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1.1247275419544454,131072,11341710,sharded,116041.36569217777,1000,1.171875,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1.1249054846962143,131072,11790610,sharded,115977.49479835838,1000,1.171875,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1.1227663242232073,131072,13496686,sharded,116233.11920250997,1000,1.171875,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1.1205352974459024,131072,13406904,sharded,116472.76823629101,1000,1.171875,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,2.1857494298458358,131072,12958126,sharded,59715.49630426118,1000,2.34375,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
