currency,nodes,wallets,miners,transactions,interval,shards,block size,mode,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,verify_mode,conflict_check,n_seeds,tps_mean,tps_std,tps_ci95_halfwidth,tps_n,average block time_mean,average block time_std,average block time_ci95_halfwidth,average block time_n,messages_mean,messages_std,messages_ci95_halfwidth,messages_n,broadcast_cpu_seconds_mean,broadcast_cpu_seconds_std,broadcast_cpu_seconds_ci95_halfwidth,broadcast_cpu_seconds_n,hop_p50_mean,hop_p50_std,hop_p50_ci95_halfwidth,hop_p50_n,hop_p90_mean,hop_p90_std,hop_p90_ci95_halfwidth,hop_p90_n,hop_p99_mean,hop_p99_std,hop_p99_ci95_halfwidth,hop_p99_n,hop_max_mean,hop_max_std,hop_max_ci95_halfwidth,hop_max_n
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,1200.0,ed25519,gossip,direct,shard,nonce_hash_set,5,14.968628,0.029188,0.036236,5,1089.867916,1.978526,2.456270,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,150.0,ed25519,gossip,direct,shard,nonce_hash_set,5,119.452463,0.231852,0.287836,5,136.571704,0.246686,0.306252,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,18.75,ed25519,gossip,direct,shard,nonce_hash_set,5,937.054844,1.753071,2.176376,5,17.409678,0.030212,0.037508,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,1.171875,ed25519,gossip,direct,shard,nonce_hash_set,5,11246.970055,12.258732,15.218785,5,1.450506,0.001381,0.001714,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,2.34375,ed25519,gossip,direct,shard,nonce_hash_set,5,6488.054954,9.202924,11.425108,5,2.514437,0.003214,0.003991,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,300.0,ed25519,gossip,direct,shard,nonce_hash_set,5,59.810872,0.116398,0.144504,5,272.756877,0.494091,0.613397,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,37.5,ed25519,gossip,direct,shard,nonce_hash_set,5,473.787009,0.905162,1.123727,5,34.432825,0.061135,0.075896,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,4.6875,ed25519,gossip,direct,shard,nonce_hash_set,5,3514.150060,5.814222,7.218152,5,4.642321,0.007041,0.008741,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,600.0,ed25519,gossip,direct,shard,nonce_hash_set,5,29.926641,0.058317,0.072399,5,545.127223,0.988903,1.227688,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,75.0,ed25519,gossip,direct,shard,nonce_hash_set,5,238.230668,0.459958,0.571022,5,68.479118,0.122984,0.152681,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,16384000,1000,16384000,0.01,128,16384,sharded,9.375,ed25519,gossip,direct,shard,nonce_hash_set,5,1833.403758,3.290484,4.085021,5,8.898105,0.014757,0.018320,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,0.146484375,ed25519,gossip,direct,shard,nonce_hash_set,5,3959.730176,6.365357,7.902368,5,0.515212,0.000841,0.001044,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,0.29296875,ed25519,gossip,direct,shard,nonce_hash_set,5,3147.312564,3.657462,4.540610,5,0.648204,0.000742,0.000921,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,0.5859375,ed25519,gossip,direct,shard,nonce_hash_set,5,2231.593513,2.092062,2.597221,5,0.914189,0.000767,0.000952,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
